timestamp,score,temp(°F),humid,co2,voc,pm25,noise,light
2024-02-21T05:00:00Z,67.1,67.1,14.6,501.6,305.1,4.5,50,62.3
2024-02-21T05:05:00Z,67.3,67.3,14.6,503.8,311.3,4.3,50.1,62.6
2024-02-21T05:10:00Z,67.5,67.3,14.7,505.9,314.8,3.8,50.2,62.6
2024-02-21T05:15:00Z,66.5,67,14.5,514.5,305.5,5.3,50.1,62.4
2024-02-21T05:20:00Z,65.1,65.6,14.9,526,307.1,6.3,50.1,62.1
2024-02-21T05:25:00Z,65.7,66.3,14.8,530.7,311.9,5.5,50,62.1
2024-02-21T05:30:00Z,66,66.8,14.7,527.6,320.5,4.8,50,61.4
2024-02-21T05:35:00Z,66.4,67,14.7,526.2,322.1,4.1,50.2,61
2024-02-21T05:40:00Z,67,67.3,14.6,523.3,322.3,4.3,50.1,61.1
2024-02-21T05:45:00Z,67,67.4,14.6,516.4,322.8,3.8,50.1,61.3
2024-02-21T05:50:00Z,67,67.5,14.6,517.1,323.4,3.8,50.1,61.3
2024-02-21T05:55:00Z,66.8,67.5,14.5,518.9,321.8,3.9,50.2,61.3
2024-02-21T06:00:00Z,65.2,66.2,14.5,523.9,312.4,6,51,59.8
2024-02-21T06:05:00Z,22.5,66.1,14.8,530.1,323.3,387.5,53.2,55.5
2024-02-21T06:10:00Z,10.4,66.7,14.6,533.5,325.5,501.6,51,61.8
2024-02-21T06:15:00Z,29.6,67.4,14.9,536.3,341.1,154.9,52.2,57
2024-02-21T06:20:00Z,37.3,67.8,15.3,544.7,353.7,113.6,53.4,55.8
2024-02-21T06:25:00Z,58.2,67.4,15.2,544.4,345.8,42.2,51.5,31.1
2024-02-21T06:30:00Z,63.1,67.4,15.2,543.7,346.1,24.6,50,0
2024-02-21T06:35:00Z,64.3,67.4,15,544.5,346.1,15.9,50,0
2024-02-21T06:40:00Z,65.4,66.4,14.7,533.5,330.6,7.2,50.2,1.6
2024-02-21T06:45:00Z,65,65.4,15.1,523.4,330.5,6.8,50.3,6.6
2024-02-21T06:50:00Z,66,66.3,14.9,518.8,337.9,5.6,50.6,12.2
2024-02-21T06:55:00Z,66.4,66.6,14.9,514.3,341.1,5.1,50.6,17.9
2024-02-21T07:00:00Z,67,66.8,14.9,512.1,336,4.7,50.5,23.8
2024-02-21T07:05:00Z,67,67,14.9,513,343.2,4.4,50.9,29.6
2024-02-21T07:10:00Z,67,67.1,15,516,344,4.3,51.4,35.3
2024-02-21T07:15:00Z,67.1,67.2,15,516.8,342.9,4.2,51,40.5
2024-02-21T07:20:00Z,67.7,67.4,14.9,514.4,343.1,4.4,51.2,43.5
2024-02-21T07:25:00Z,68,67.4,14.9,512.9,335.7,4.1,51.3,50.5
2024-02-21T07:30:00Z,67.6,67.2,14.9,509.1,323.4,5.4,51.2,54
2024-02-21T07:35:00Z,67,66,15.3,500.3,317.5,6.6,51,56.4
2024-02-21T07:40:00Z,67.5,66.5,15.3,496.8,324.6,6.1,50.9,58.4
2024-02-21T07:45:00Z,67.9,66.8,15.2,494.1,329,5.5,50.7,59.3
2024-02-21T07:50:00Z,68,67,15.2,492.5,330.8,4.9,51.2,60.3
2024-02-21T07:55:00Z,68,67.2,15.1,490.3,338.3,4.5,51,64
2024-02-21T08:00:00Z,68,67.4,15.1,489.8,336.4,4.1,51,69.5
2024-02-21T08:05:00Z,67.9,67.4,14.9,490.3,333.3,4.9,51,73.9
2024-02-21T08:10:00Z,66.8,66.6,14.8,487.4,322.2,6.3,50.8,75.4
2024-02-21T08:15:00Z,66.7,65.9,15.2,483.2,319.9,6.1,50.9,78.6
2024-02-21T08:20:00Z,67.1,67,14.8,485,328.1,6.1,50.8,81.6
2024-02-21T08:25:00Z,67.6,67,15,485.1,333.9,4.9,50.8,84.9
2024-02-21T08:30:00Z,68,67.2,15,487,341,4.9,50.9,85.7
2024-02-21T08:35:00Z,68,67.4,15,488.9,342.4,4.7,50.9,86.3
2024-02-21T08:40:00Z,68,67.5,15,490.8,339.1,4.6,51,88.9
2024-02-21T08:45:00Z,67.2,67.3,14.6,483.7,318.5,6.5,50.7,92.3
2024-02-21T08:50:00Z,66.6,66.5,14.7,475.1,308.5,6.3,50.7,95.3
2024-02-21T08:55:00Z,66.9,66.8,14.7,467.5,306,6.1,50.5,97.1
2024-02-21T09:00:00Z,67.4,67.1,14.8,467.9,312.1,5.3,50.6,95.2
2024-02-21T09:05:00Z,68,67.3,14.8,470,316,4.7,50.8,94.6
2024-02-21T09:10:00Z,68,67.5,14.7,469.7,319,4.3,51,95
2024-02-21T09:15:00Z,68,67.6,14.7,469.8,316.3,4.3,50.8,97.6
2024-02-21T09:20:00Z,67,67.4,14.1,464.4,294.7,4.9,50.5,96.6
2024-02-21T09:25:00Z,66.9,66.5,14.7,461.8,300,6,50.6,93.6
2024-02-21T09:30:00Z,67.3,66.8,14.8,468.5,310.1,5.7,50.5,98.2
2024-02-21T09:35:00Z,67.7,67.2,14.7,471.3,315,4.8,50.5,99.6
2024-02-21T09:40:00Z,68,67.4,14.8,470.9,315.9,4.1,51,100
2024-02-21T09:45:00Z,68,67.6,14.7,469.4,317.7,3.4,51.5,101.1
2024-02-21T09:50:00Z,66.5,67.8,14.6,468.4,310.4,8.8,53.5,99
2024-02-21T09:55:00Z,66.2,67.9,13.9,470,276.5,10,55,102
2024-02-21T10:00:00Z,66.8,67.5,14.5,497.8,288,9.6,62.8,122.5
2024-02-21T10:05:00Z,66.1,67.6,15.2,527,302.8,16.1,63.9,80
2024-02-21T10:10:00Z,64.4,68.5,15.6,572.6,327.6,22.1,62.6,114.7
2024-02-21T10:15:00Z,62.9,69.3,16,633,347.5,26.2,59,108.2
