timestamp,score,temp(°F),humid,co2,voc,pm25,noise,light
2024-03-04T05:00:00Z,98,67,42.9,460.4,151.1,2,49.6,9.3
2024-03-04T05:05:00Z,98,67,42.9,456.6,150.9,2.1,49.6,9.3
2024-03-04T05:10:00Z,98,67,42.9,457,151.5,2,49.6,9.3
2024-03-04T05:15:00Z,98,67,42.9,457.4,151.8,1.9,49.7,9.4
2024-03-04T05:20:00Z,98,67,42.9,455.6,151.9,2,49.6,9.3
2024-03-04T05:25:00Z,98,67,42.8,456.7,151.3,2.1,49.6,9.3
2024-03-04T05:30:00Z,98,67,42.9,459.6,150.8,2,49.6,9.2
2024-03-04T05:35:00Z,98,67.1,42.7,457.8,149.9,1.9,49.6,9.1
2024-03-04T05:40:00Z,98.2,67.2,42.5,454,150.5,2,49.6,9.1
2024-03-04T05:45:00Z,98,67.2,42.5,455.4,149,2,49.6,9.1
2024-03-04T05:50:00Z,98.1,67.2,42.5,458.8,149.2,2,49.6,9.1
2024-03-04T05:55:00Z,98.1,67.2,42.5,462,150.3,1.9,49.6,9
2024-03-04T06:00:00Z,98,67,42.6,458.5,149.5,1.9,49.6,9
2024-03-04T06:05:00Z,98,67.1,42.5,461.4,148,1.9,49.6,9
2024-03-04T06:10:00Z,98.1,67.2,42.3,462.2,151.1,2,49.6,9
2024-03-04T06:15:00Z,98,67.1,42.4,461.9,153.7,1.8,49.7,9
2024-03-04T06:20:00Z,98,66.9,42.7,462.8,148.1,2,49.6,9.1
2024-03-04T06:25:00Z,98,66.8,42.8,462.4,145.6,1.9,49.6,9.1
2024-03-04T06:30:00Z,98,67,42.6,461.1,150.4,1.8,49.6,9
2024-03-04T06:35:00Z,98,67.1,42.4,463.1,148.6,1.8,49.6,9
2024-03-04T06:40:00Z,98,67,42.4,464.8,145.7,1.8,49.6,9
2024-03-04T06:45:00Z,98,67,42.4,464.6,147.1,1.8,49.6,8.9
2024-03-04T06:50:00Z,98,67.1,42.3,462.6,152.1,1.8,49.6,8.9
2024-03-04T06:55:00Z,98,67.1,42.3,464.1,149.3,1.9,49.6,8.9
2024-03-04T07:00:00Z,98.9,68.7,40.9,464.3,144.8,1.4,49.8,6.9
2024-03-04T07:05:00Z,99.3,69.2,40,464.5,133.3,1,49.9,6.4
2024-03-04T07:10:00Z,99.4,69.3,40,464.7,131.8,1,49.9,6.7
2024-03-04T07:15:00Z,99.2,69.3,40,466.5,132.3,1,49.8,7.1
2024-03-04T07:20:00Z,99.1,69.4,39.9,468.3,131.4,1,49.8,7.2
2024-03-04T07:25:00Z,99.1,69.5,39.9,470.5,129.4,1,49.7,7.2
2024-03-04T07:30:00Z,99.1,69.5,39.8,468.9,128.8,1,49.7,7.2
2024-03-04T07:35:00Z,99,69.6,39.8,470,127.2,0.9,49.7,7.2
2024-03-04T07:40:00Z,99,69.7,39.7,470,125.6,0.8,49.6,7.1
2024-03-04T07:45:00Z,99,69.7,39.7,471.2,125,0.7,49.6,7.1
2024-03-04T07:50:00Z,99,69.8,39.6,468.1,122.1,0.6,49.7,7
2024-03-04T07:55:00Z,99,69.9,39.6,467.1,121.4,0.3,49.7,7
2024-03-04T08:00:00Z,99,69.9,39.5,467,117.9,0.5,49.7,7
2024-03-04T08:05:00Z,99,69.9,39.5,467.9,117.1,0.4,49.7,7
2024-03-04T08:10:00Z,99,69.9,39.6,464.9,117.6,0.4,49.7,7
2024-03-04T08:15:00Z,99,69.9,39.6,462.8,111.1,0.5,49.7,6.9
2024-03-04T08:20:00Z,99.7,69.7,39.7,459.5,105.5,0.5,50,6.9
2024-03-04T08:25:00Z,100,69.4,39.9,457.2,97.9,0.5,50.2,6.8
2024-03-04T08:30:00Z,100,69.1,40.2,452.9,90.3,0.5,50.1,7.4
2024-03-04T08:35:00Z,100,68.8,40.5,451.2,85.5,0.4,50,7.8
2024-03-04T08:40:00Z,100,68.3,40.9,447.9,75.8,0.7,50,7.4
2024-03-04T08:45:00Z,99.3,67.7,41.4,441.4,67,0.8,50.1,6.9
2024-03-04T08:50:00Z,98.6,67,42.2,440.2,59.2,0.9,49.7,6.3
2024-03-04T08:55:00Z,97.5,66.2,43,433.7,52.3,1,49.6,5.4
2024-03-04T09:00:00Z,96.8,65.6,43.5,430.7,48.4,1,49.3,4.7
2024-03-04T09:05:00Z,96,65,44.2,427.4,48.2,0.9,49.5,4.3
2024-03-04T09:10:00Z,95.3,64.6,44.6,423.5,45.3,1,49.9,4.1
2024-03-04T09:15:00Z,94.9,64.3,45,426.1,43.6,0.9,49.9,4
2024-03-04T09:20:00Z,95,64.2,45.2,424.6,43.5,1,49.9,4
2024-03-04T09:25:00Z,94.3,64,45.4,425.1,41,0.9,49.8,3.9
2024-03-04T09:30:00Z,94,63.7,45.7,426.5,44.3,0.9,50,4.1
2024-03-04T09:35:00Z,95.1,64.5,45.1,429.4,51.7,0.6,50.3,5.9
2024-03-04T09:40:00Z,96.7,65.6,43.8,425.7,59.4,0.3,49.5,6.4
2024-03-04T09:45:00Z,97.8,66.4,42.8,426,63.2,0.3,49.6,6.7
2024-03-04T09:50:00Z,98.8,67,42.1,426.7,68.2,0.1,49.7,6.8
2024-03-04T09:55:00Z,99,67.5,41.6,427.8,73.8,0.1,49.7,6.9
2024-03-04T10:00:00Z,99.8,67.9,41.2,430,74.7,0,50.3,7.1
2024-03-04T10:05:00Z,100,68.2,40.8,427.9,78.3,0,50.1,7.1
2024-03-04T10:10:00Z,100,68.5,40.6,427.9,78.9,0,50.2,7.1
2024-03-04T10:15:00Z,100,68.7,40.4,427.5,82.4,0,50.1,7.2
2024-03-04T10:20:00Z,100,68.9,40.2,429.2,85.8,0,50,7.2
2024-03-04T10:25:00Z,100,69.1,40,432.6,85.7,0,50.2,7.2
2024-03-04T10:30:00Z,100,69.3,39.8,433.2,88,0,50.1,7.2
2024-03-04T10:35:00Z,100,69.5,39.7,435.4,86,0,50.2,7.1
2024-03-04T10:40:00Z,99.2,69.6,39.5,436.2,90.6,0,49.8,7.1
2024-03-04T10:45:00Z,99,69.7,39.5,438.5,90.9,0,49.7,7
2024-03-04T10:50:00Z,99,69.8,39.4,437,90,0,49.7,7
2024-03-04T10:55:00Z,99,69.9,39.4,437.5,93.4,0,49.7,7
2024-03-04T11:00:00Z,99,69.9,39.4,434.8,91.1,0,49.6,6.9
2024-03-04T11:05:00Z,99,69.9,39.4,433.5,88.4,0,49.6,7
2024-03-04T11:10:00Z,99.3,69.7,39.5,431,87.9,0.1,49.8,7
2024-03-04T11:15:00Z,100,69.5,39.8,431.7,87.8,0.1,50.3,7.3
2024-03-04T11:20:00Z,100,69.4,40,434,83.4,0.1,50.1,8.1
2024-03-04T11:25:00Z,100,69.2,40.2,434.1,77,0.5,50,7.7
2024-03-04T11:30:00Z,100,68.7,40.7,434.5,65.3,0.8,50,6.9
2024-03-04T11:35:00Z,100,68.1,41.4,429.5,54.4,1,50,5.8
2024-03-04T11:40:00Z,99,67.4,42.1,425.5,48.7,1,49.7,4.9
