timestamp(America/New_York),score,temp(°F),humid,co2,voc,pm25,noise,light
2024-02-01 15:15:00,91.7,71.6,30.1,494.0,20.0,2.2,56.6,443.6
2024-02-01 15:20:00,91.6,71.5,28.7,495.6,20.0,2.1,56.0,401.1
2024-02-01 15:25:00,91.1,71.9,28.4,468.5,20.0,2.2,59.0,400.3
2024-02-01 15:30:00,91.0,72.2,28.3,461.1,20.0,2.3,57.9,398.2
2024-02-01 15:35:00,91.0,72.4,28.1,466.8,20.0,2.2,56.6,391.3
2024-02-01 15:40:00,91.0,72.6,28.0,464.3,20.0,2.1,56.1,401.1
2024-02-01 15:45:00,91.0,72.7,27.9,467.7,20.0,2.3,56.5,396.1
2024-02-01 15:50:00,91.0,72.7,27.8,459.9,20.0,2.2,55.8,399.9
2024-02-01 15:55:00,91.0,72.9,27.6,452.2,20.0,2.3,55.7,399.5
2024-02-01 16:00:00,91.0,72.7,27.7,446.4,20.0,2.1,56.6,399.1
2024-02-01 16:05:00,91.0,72.8,27.6,440.0,20.0,2.2,58.6,398.8
2024-02-01 16:10:00,91.0,72.6,27.7,438.1,20.0,2.2,58.0,398.4
2024-02-01 16:15:00,91.0,73.0,27.4,435.1,20.0,2.2,57.2,397.4
2024-02-01 16:20:00,91.0,73.2,27.3,433.3,20.0,2.1,56.5,396.9
2024-02-01 16:25:00,90.8,73.2,27.7,452.7,20.1,2.6,60.2,321.3
2024-02-01 16:30:00,89.8,70.2,29.5,543.2,28.7,5.9,69.6,182.8
2024-02-01 16:35:00,90.8,73.6,28.0,511.2,57.6,3.1,56.6,56.1
2024-02-01 16:40:00,88.4,76.0,26.1,537.5,56.7,4.0,62.9,55.1
2024-02-01 16:45:00,89.7,73.4,26.4,507.3,46.6,2.8,64.2,13.8
2024-02-01 16:50:00,86.7,74.8,26.2,646.3,66.8,0.5,52.9,0.0
2024-02-01 16:55:00,87.2,74.6,26.1,593.1,64.2,0.9,58.7,5.0
2024-02-01 17:00:00,89.5,72.5,28.3,574.2,80.4,4.0,71.4,20.7
2024-02-01 17:05:00,88.2,73.8,28.1,624.4,98.1,1.9,59.5,31.2
2024-02-01 17:10:00,88.4,74.0,28.0,592.2,20.0,2.6,59.0,35.4
2024-02-01 17:15:00,87.6,74.2,26.9,626.3,20.0,3.0,69.9,11.2
2024-02-01 17:20:00,88.0,73.7,27.4,624.3,20.0,2.4,56.6,4.3
2024-02-01 17:25:00,88.4,73.1,27.8,598.3,20.0,2.1,59.3,15.0
2024-02-01 17:30:00,84.4,76.8,24.9,660.2,20.0,0.1,73.7,0.0
